#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABL1	CDKN2A	9606.ENSP00000361423	9606.ENSP00000418915	0	0	0	0	0	0.095	0	0.749	0.763
ABL1	CDC42	9606.ENSP00000361423	9606.ENSP00000497733	0	0	0	0	0.074	0.110	0.500	0.532	0.781
ABL1	HRAS	9606.ENSP00000361423	9606.ENSP00000407586	0	0	0	0	0.081	0.110	0	0.755	0.782
ABL1	MYC	9606.ENSP00000361423	9606.ENSP00000478887	0	0	0	0	0.087	0.045	0	0.774	0.785
ABL1	PIK3R1	9606.ENSP00000361423	9606.ENSP00000428056	0	0	0	0.551	0.062	0.793	0	0.203	0.832
ABL1	BCAR1	9606.ENSP00000361423	9606.ENSP00000391669	0	0	0	0	0.104	0.524	0	0.690	0.856
ABL1	CDKN1A	9606.ENSP00000361423	9606.ENSP00000384849	0	0	0	0	0.105	0.296	0.400	0.716	0.878
ABL1	YAP1	9606.ENSP00000361423	9606.ENSP00000478927	0	0	0	0	0.073	0.314	0.750	0.370	0.886
ABL1	TP73	9606.ENSP00000361423	9606.ENSP00000367545	0	0	0	0	0	0.785	0	0.594	0.909
ABL1	RAD51	9606.ENSP00000361423	9606.ENSP00000493712	0	0	0	0	0	0.642	0	0.772	0.915
ABL1	CTNNB1	9606.ENSP00000361423	9606.ENSP00000495360	0	0	0	0	0.095	0.539	0.500	0.785	0.949
ABL1	BRCA1	9606.ENSP00000361423	9606.ENSP00000418960	0	0	0	0	0	0.483	0.500	0.847	0.956
ABL1	GRB2	9606.ENSP00000361423	9606.ENSP00000376345	0	0	0	0.748	0.083	0.846	0.900	0.973	0.999
ABRAXAS1	BARD1	9606.ENSP00000369857	9606.ENSP00000260947	0	0	0	0	0.042	0.994	0.900	0.993	0.999
ABRAXAS1	PALB2	9606.ENSP00000369857	9606.ENSP00000261584	0	0	0	0	0.050	0	0	0.699	0.701
ABRAXAS1	NBN	9606.ENSP00000369857	9606.ENSP00000265433	0	0	0	0	0	0	0.500	0.566	0.773
ABRAXAS1	ATM	9606.ENSP00000369857	9606.ENSP00000278616	0	0	0	0	0.058	0	0.500	0.582	0.785
ABRAXAS1	RNF168	9606.ENSP00000369857	9606.ENSP00000320898	0	0	0	0	0	0	0.500	0.570	0.776
ABRAXAS1	MRE11	9606.ENSP00000369857	9606.ENSP00000325863	0	0	0	0	0.067	0	0.500	0.691	0.843
ABRAXAS1	BABAM2	9606.ENSP00000369857	9606.ENSP00000343412	0	0	0	0	0	0.994	0.900	0.997	0.999
ABRAXAS1	BABAM1	9606.ENSP00000369857	9606.ENSP00000352408	0	0	0	0	0	0.994	0.900	0.997	0.999
ABRAXAS1	BRCC3	9606.ENSP00000369857	9606.ENSP00000358474	0	0	0	0	0.042	0.997	0.900	0.998	0.999
ABRAXAS1	MDC1	9606.ENSP00000369857	9606.ENSP00000365588	0	0	0	0	0	0.443	0.500	0.748	0.923
ABRAXAS1	BRCA2	9606.ENSP00000369857	9606.ENSP00000369497	0	0	0	0	0.048	0	0	0.754	0.755
ABRAXAS1	RAD51D-2	9606.ENSP00000369857	9606.ENSP00000466834	0	0	0	0	0	0	0	0.706	0.706
ABRAXAS1	RAD51D	9606.ENSP00000369857	9606.ENSP00000466399	0	0	0	0	0.066	0	0	0.712	0.719
ABRAXAS1	RAD51	9606.ENSP00000369857	9606.ENSP00000493712	0	0	0	0	0.049	0.191	0	0.671	0.724
ABRAXAS1	H2AX	9606.ENSP00000369857	9606.ENSP00000434024	0	0	0	0	0	0	0.500	0.574	0.777
ABRAXAS1	TP53BP1	9606.ENSP00000369857	9606.ENSP00000371475	0	0	0	0	0.044	0.330	0.500	0.419	0.789
ABRAXAS1	CHEK2	9606.ENSP00000369857	9606.ENSP00000372023	0	0	0	0	0.048	0	0.500	0.595	0.790
ABRAXAS1	RBBP8	9606.ENSP00000369857	9606.ENSP00000382628	0	0	0	0	0.049	0.292	0.500	0.729	0.896
ABRAXAS1	BRCA1	9606.ENSP00000369857	9606.ENSP00000418960	0	0	0	0	0.056	0.994	0.900	0.997	0.999
ABRAXAS2	TP53	9606.ENSP00000298492	9606.ENSP00000269305	0	0	0	0	0	0.618	0	0.475	0.790
ABRAXAS2	BRCA1	9606.ENSP00000298492	9606.ENSP00000418960	0	0	0	0	0	0.047	0	0.813	0.814
ABRAXAS2	USP7	9606.ENSP00000298492	9606.ENSP00000343535	0	0	0	0	0.056	0.596	0	0.625	0.844
ABRAXAS2	BRCC3	9606.ENSP00000298492	9606.ENSP00000358474	0	0	0	0	0.101	0.991	0.900	0.992	0.999
ABRAXAS2	BABAM2	9606.ENSP00000298492	9606.ENSP00000343412	0	0	0	0	0.098	0.987	0.900	0.993	0.999
ABRAXAS2	BABAM1	9606.ENSP00000298492	9606.ENSP00000352408	0	0	0	0	0.067	0.977	0.900	0.992	0.999
ACTB	VCL	9606.ENSP00000494750	9606.ENSP00000211998	0	0	0	0	0.100	0.105	0.900	0.826	0.984
ACTB	SIRT1	9606.ENSP00000494750	9606.ENSP00000212015	0	0	0	0	0	0.294	0	0.715	0.790
ACTB	MAPK1	9606.ENSP00000494750	9606.ENSP00000215832	0	0.002	0	0	0.097	0.087	0	0.740	0.767
ACTB	TGFB1	9606.ENSP00000494750	9606.ENSP00000221930	0	0	0	0	0.059	0	0	0.769	0.773
ACTB	RPS6KB1	9606.ENSP00000494750	9606.ENSP00000225577	0	0	0	0	0.042	0.062	0	0.734	0.740
ACTB	DDX5	9606.ENSP00000494750	9606.ENSP00000225792	0	0	0	0	0.462	0.260	0	0.338	0.713
ACTB	NFKB1	9606.ENSP00000494750	9606.ENSP00000226574	0	0	0	0	0.054	0.208	0	0.712	0.766
ACTB	CCND1	9606.ENSP00000494750	9606.ENSP00000227507	0	0	0	0	0.062	0	0	0.807	0.811
ACTB	SNAI1	9606.ENSP00000494750	9606.ENSP00000244050	0	0	0	0	0	0	0	0.726	0.726
ACTB	PXDN	9606.ENSP00000494750	9606.ENSP00000252804	0	0	0	0	0.047	0	0	0.924	0.925
ACTB	H3-3B	9606.ENSP00000494750	9606.ENSP00000254810	0	0.001	0	0	0.103	0.819	0	0.784	0.962
ACTB	CCNB1	9606.ENSP00000494750	9606.ENSP00000256442	0	0	0	0	0.260	0.103	0	0.727	0.803
ACTB	CDK4	9606.ENSP00000494750	9606.ENSP00000257904	0	0.005	0	0	0.093	0.068	0	0.687	0.712
ACTB	LMNB1	9606.ENSP00000494750	9606.ENSP00000261366	0	0	0	0	0.076	0.069	0.400	0.802	0.884
ACTB	CDH1	9606.ENSP00000494750	9606.ENSP00000261769	0	0	0	0	0.061	0.069	0	0.824	0.833
ACTB	SMAD2	9606.ENSP00000494750	9606.ENSP00000262160	0	0	0	0	0.085	0.045	0	0.698	0.713
ACTB	MAPK3	9606.ENSP00000494750	9606.ENSP00000263025	0	0.002	0	0	0.085	0.087	0	0.828	0.844
ACTB	EP300	9606.ENSP00000494750	9606.ENSP00000263253	0	0	0	0	0.047	0.162	0.500	0.510	0.778
ACTB	IL1B	9606.ENSP00000494750	9606.ENSP00000263341	0	0	0	0	0	0	0	0.847	0.847
ACTB	KAT2B	9606.ENSP00000494750	9606.ENSP00000263754	0	0.029	0	0	0	0.311	0.500	0.625	0.859
ACTB	FGF2	9606.ENSP00000494750	9606.ENSP00000264498	0	0	0	0	0	0	0	0.725	0.725
ACTB	STAT3	9606.ENSP00000494750	9606.ENSP00000264657	0	0	0	0	0.084	0	0	0.789	0.798
ACTB	EGF	9606.ENSP00000494750	9606.ENSP00000265171	0	0	0	0	0	0	0	0.778	0.778
ACTB	CDK2	9606.ENSP00000494750	9606.ENSP00000266970	0	0.005	0	0	0.086	0.101	0	0.794	0.816
ACTB	RB1	9606.ENSP00000494750	9606.ENSP00000267163	0	0	0	0	0.056	0	0.540	0.526	0.776
ACTB	IQGAP1	9606.ENSP00000494750	9606.ENSP00000268182	0	0	0	0	0.101	0.661	0.900	0.587	0.985
ACTB	CDH2	9606.ENSP00000494750	9606.ENSP00000269141	0	0	0	0	0	0.069	0	0.778	0.784
ACTB	TP53	9606.ENSP00000494750	9606.ENSP00000269305	0	0	0	0	0.077	0.223	0	0.845	0.879
ACTB	ERBB2	9606.ENSP00000494750	9606.ENSP00000269571	0	0	0	0	0	0.292	0	0.908	0.932
ACTB	EGFR	9606.ENSP00000494750	9606.ENSP00000275493	0	0	0	0	0.042	0.402	0	0.741	0.839
ACTB	PPARG	9606.ENSP00000494750	9606.ENSP00000287820	0	0	0	0	0	0.047	0.900	0.722	0.971
ACTB	IGF2BP1	9606.ENSP00000494750	9606.ENSP00000290341	0	0	0	0	0.042	0.087	0	0.967	0.968
ACTB	ALB	9606.ENSP00000494750	9606.ENSP00000295897	0	0	0	0	0	0	0	0.886	0.886
ACTB	ANXA5	9606.ENSP00000494750	9606.ENSP00000296511	0	0	0	0	0.108	0.141	0	0.940	0.950
ACTB	HSPA4	9606.ENSP00000494750	9606.ENSP00000302961	0	0	0	0	0.054	0.069	0	0.707	0.720
ACTB	CTNNA1	9606.ENSP00000494750	9606.ENSP00000304669	0	0	0	0	0.072	0.108	0.900	0.550	0.957
ACTB	FOS	9606.ENSP00000494750	9606.ENSP00000306245	0	0	0	0	0.085	0.053	0	0.705	0.722
ACTB	CXCL8	9606.ENSP00000494750	9606.ENSP00000306512	0	0	0	0	0	0	0	0.729	0.729
ACTB	CASP3	9606.ENSP00000494750	9606.ENSP00000311032	0	0	0	0	0.042	0.095	0.900	0.893	0.989
ACTB	BAIAP2	9606.ENSP00000494750	9606.ENSP00000316338	0	0	0	0	0.042	0.461	0.900	0.166	0.951
ACTB	EZH2	9606.ENSP00000494750	9606.ENSP00000320147	0	0	0	0	0.068	0.301	0	0.579	0.702
ACTB	ARID1A	9606.ENSP00000494750	9606.ENSP00000320485	0	0	0	0	0.064	0.883	0.800	0.825	0.995
ACTB	SOX2	9606.ENSP00000494750	9606.ENSP00000323588	0	0	0	0	0	0	0	0.704	0.704
ACTB	GSK3B	9606.ENSP00000494750	9606.ENSP00000324806	0	0	0	0	0.080	0.070	0.400	0.737	0.847
ACTB	CASP9	9606.ENSP00000494750	9606.ENSP00000330237	0	0	0	0	0	0.099	0	0.807	0.819
ACTB	SMAD3	9606.ENSP00000494750	9606.ENSP00000332973	0	0	0	0	0.067	0.294	0	0.665	0.760
ACTB	H3C13	9606.ENSP00000494750	9606.ENSP00000333277	0	0.001	0	0	0.079	0.135	0	0.783	0.812
ACTB	HSP90AA1	9606.ENSP00000494750	9606.ENSP00000335153	0	0	0	0	0.142	0.270	0	0.952	0.967
ACTB	ARHGAP10	9606.ENSP00000494750	9606.ENSP00000336923	0	0	0	0	0.047	0.050	0.900	0.057	0.903
ACTB	EZR	9606.ENSP00000494750	9606.ENSP00000338934	0	0	0	0	0.087	0.126	0.900	0.814	0.983
ACTB	CAV1	9606.ENSP00000494750	9606.ENSP00000339191	0	0	0	0	0.085	0.469	0.400	0.608	0.870
ACTB	KAT5	9606.ENSP00000494750	9606.ENSP00000340330	0	0	0	0	0.059	0.578	0.900	0.536	0.979
ACTB	SMARCB1	9606.ENSP00000494750	9606.ENSP00000340883	0	0	0	0	0.080	0.873	0.540	0.628	0.977
ACTB	SMARCA4	9606.ENSP00000494750	9606.ENSP00000343896	0	0	0	0	0.062	0.982	0.650	0.876	0.999
ACTB	ATF3	9606.ENSP00000494750	9606.ENSP00000344352	0	0	0	0	0	0.300	0	0.679	0.766
ACTB	ANXA2	9606.ENSP00000494750	9606.ENSP00000346032	0	0	0	0	0.137	0.234	0	0.676	0.767
ACTB	FN1	9606.ENSP00000494750	9606.ENSP00000346839	0	0	0	0	0.043	0.045	0	0.886	0.886
ACTB	TJP1	9606.ENSP00000494750	9606.ENSP00000348416	0	0	0	0	0.042	0.333	0.900	0.797	0.985
ACTB	PXDNL	9606.ENSP00000494750	9606.ENSP00000348645	0	0	0	0	0	0	0	0.924	0.924
ACTB	CASP8	9606.ENSP00000494750	9606.ENSP00000351273	0	0	0	0	0.042	0.094	0	0.766	0.779
ACTB	H3C12	9606.ENSP00000494750	9606.ENSP00000352252	0	0.001	0	0	0.079	0.819	0	0.783	0.960
ACTB	DNMT1	9606.ENSP00000494750	9606.ENSP00000352516	0	0	0	0	0.056	0.300	0	0.601	0.714
ACTB	TRRAP	9606.ENSP00000494750	9606.ENSP00000352925	0	0	0	0	0.044	0.299	0.900	0.482	0.960
ACTB	MSN	9606.ENSP00000494750	9606.ENSP00000353408	0	0	0	0	0.132	0.141	0.900	0.712	0.975
ACTB	MTOR	9606.ENSP00000494750	9606.ENSP00000354558	0	0.024	0	0	0.055	0.052	0	0.746	0.752
ACTB	BECN1	9606.ENSP00000494750	9606.ENSP00000355231	0	0	0	0	0.060	0	0	0.780	0.785
ACTB	H3-4	9606.ENSP00000494750	9606.ENSP00000355657	0	0.001	0	0	0.079	0.135	0	0.783	0.812
ACTB	PARP1	9606.ENSP00000494750	9606.ENSP00000355759	0	0	0	0	0.054	0	0	0.792	0.794
ACTB	PTGS2	9606.ENSP00000494750	9606.ENSP00000356438	0	0	0	0	0	0	0	0.728	0.728
ACTB	CCN2	9606.ENSP00000494750	9606.ENSP00000356954	0	0	0	0	0.075	0.292	0	0.599	0.715
ACTB	MCL1	9606.ENSP00000494750	9606.ENSP00000358022	0	0	0	0	0.099	0.292	0	0.666	0.768
ACTB	FLNA	9606.ENSP00000494750	9606.ENSP00000358866	0	0	0	0	0.144	0.205	0	0.661	0.750
ACTB	JUN	9606.ENSP00000494750	9606.ENSP00000360266	0	0	0	0	0.048	0.150	0	0.779	0.806
ACTB	HSP90AB1	9606.ENSP00000494750	9606.ENSP00000360609	0	0	0	0	0.187	0.270	0	0.863	0.911
ACTB	PTEN	9606.ENSP00000494750	9606.ENSP00000361021	0	0	0	0	0.047	0	0	0.719	0.720
ACTB	MMP9	9606.ENSP00000494750	9606.ENSP00000361405	0	0	0	0	0.049	0	0	0.776	0.778
ACTB	YBX1	9606.ENSP00000494750	9606.ENSP00000361626	0	0	0	0	0.133	0.251	0	0.605	0.721
ACTB	HDAC1	9606.ENSP00000494750	9606.ENSP00000362649	0	0	0	0	0.073	0.094	0	0.743	0.766
ACTB	SRC	9606.ENSP00000494750	9606.ENSP00000362680	0	0	0	0	0.085	0.215	0	0.710	0.774
ACTB	BCL2L1	9606.ENSP00000494750	9606.ENSP00000365230	0	0	0	0	0.061	0.082	0	0.770	0.784
ACTB	ANXA1	9606.ENSP00000494750	9606.ENSP00000366109	0	0	0	0	0.074	0.234	0	0.610	0.700
ACTB	RPS6	9606.ENSP00000494750	9606.ENSP00000369757	0	0	0	0	0.128	0.073	0	0.732	0.764
ACTB	GRB2	9606.ENSP00000494750	9606.ENSP00000376345	0	0	0	0	0.082	0.363	0.500	0.440	0.814
ACTB	BRD7	9606.ENSP00000494750	9606.ENSP00000378181	0	0	0	0	0.047	0.862	0.800	0.495	0.985
ACTB	YWHAZ	9606.ENSP00000494750	9606.ENSP00000379287	0	0	0.256	0	0.377	0.155	0	0.772	0.899
ACTB	ITGB1	9606.ENSP00000494750	9606.ENSP00000379350	0	0	0	0	0.084	0.077	0.900	0.835	0.984
ACTB	GAPDH	9606.ENSP00000494750	9606.ENSP00000380070	0	0	0	0	0.605	0.230	0	0.925	0.975
ACTB	NFE2L2	9606.ENSP00000494750	9606.ENSP00000380252	0	0	0	0	0.056	0.292	0	0.668	0.758
ACTB	INS	9606.ENSP00000494750	9606.ENSP00000380432	0	0	0	0	0	0	0	0.801	0.801
ACTB	BCL2	9606.ENSP00000494750	9606.ENSP00000381185	0	0	0	0	0	0.071	0	0.881	0.885
ACTB	CTNNA2	9606.ENSP00000494750	9606.ENSP00000384638	0	0	0	0	0.049	0.050	0.900	0.196	0.917
ACTB	CDKN1A	9606.ENSP00000494750	9606.ENSP00000384849	0	0	0	0	0.067	0.073	0	0.691	0.709
ACTB	IL6	9606.ENSP00000494750	9606.ENSP00000385675	0	0	0	0	0	0	0	0.847	0.847
ACTB	CTNNA3	9606.ENSP00000494750	9606.ENSP00000389714	0	0	0	0	0	0.050	0.900	0.179	0.915
ACTB	CD44	9606.ENSP00000494750	9606.ENSP00000398632	0	0	0	0	0.083	0	0	0.715	0.728
ACTB	TNF	9606.ENSP00000494750	9606.ENSP00000398698	0	0	0	0	0	0.182	0	0.821	0.847
ACTB	RHOA	9606.ENSP00000494750	9606.ENSP00000400175	0	0	0	0	0.426	0.070	0.900	0.646	0.978
ACTB	ESR1	9606.ENSP00000494750	9606.ENSP00000405330	0	0	0	0	0	0.571	0	0.882	0.947
ACTB	PRKCA	9606.ENSP00000494750	9606.ENSP00000408695	0	0	0	0	0.047	0.162	0.900	0.507	0.955
ACTB	IL10	9606.ENSP00000494750	9606.ENSP00000412237	0	0	0	0	0	0	0	0.729	0.729
ACTB	PROM1	9606.ENSP00000494750	9606.ENSP00000426809	0	0	0	0	0	0.300	0	0.608	0.713
ACTB	H2AX	9606.ENSP00000494750	9606.ENSP00000434024	0	0	0	0	0.073	0.389	0	0.598	0.753
ACTB	HSPA8	9606.ENSP00000494750	9606.ENSP00000437125	0	0	0	0	0.333	0.459	0	0.886	0.955
ACTB	HIF1A	9606.ENSP00000494750	9606.ENSP00000437955	0	0	0	0	0.067	0	0	0.781	0.787
ACTB	VIM	9606.ENSP00000494750	9606.ENSP00000446007	0	0	0	0	0.156	0.243	0	0.601	0.723
ACTB	AKT1	9606.ENSP00000494750	9606.ENSP00000451828	0	0	0	0	0.105	0.313	0	0.885	0.923
ACTB	MYC	9606.ENSP00000494750	9606.ENSP00000478887	0	0	0	0	0.065	0.421	0	0.817	0.892
ACTB	CDH5	9606.ENSP00000494750	9606.ENSP00000497290	0	0	0	0	0	0.069	0	0.738	0.746
ACTB	CTNNB1	9606.ENSP00000494750	9606.ENSP00000495360	0	0	0	0	0.077	0.294	0	0.802	0.860
ACTB	CDC42	9606.ENSP00000494750	9606.ENSP00000497733	0	0	0	0	0.415	0.070	0.900	0.596	0.975
AGO1	AGO2	9606.ENSP00000362300	9606.ENSP00000220592	0	0	0.049	0.982	0.092	0.891	0.900	0.982	0.999
AGO1	H3-3B	9606.ENSP00000362300	9606.ENSP00000254810	0	0	0	0	0.049	0.059	0.500	0.417	0.704
AGO1	TP53	9606.ENSP00000362300	9606.ENSP00000269305	0	0	0	0	0	0.234	0.500	0.306	0.710
AGO1	NPM1	9606.ENSP00000362300	9606.ENSP00000296930	0	0	0	0	0.064	0.292	0	0.626	0.731
AGO1	EZH2	9606.ENSP00000362300	9606.ENSP00000320147	0	0	0	0	0.059	0.069	0.500	0.842	0.921
AGO1	H3C13	9606.ENSP00000362300	9606.ENSP00000333277	0	0	0	0	0.047	0.059	0.500	0.419	0.704
AGO1	HSP90AA1	9606.ENSP00000362300	9606.ENSP00000335153	0	0	0	0	0.062	0.451	0	0.915	0.953
AGO1	E2F1	9606.ENSP00000362300	9606.ENSP00000345571	0	0	0	0	0.060	0.065	0.500	0.586	0.793
AGO1	H3C12	9606.ENSP00000362300	9606.ENSP00000352252	0	0	0	0	0.042	0.059	0.500	0.419	0.703
AGO1	HSP90AB1	9606.ENSP00000362300	9606.ENSP00000360609	0	0	0	0	0.062	0.502	0	0.829	0.913
AGO1	PTEN	9606.ENSP00000362300	9606.ENSP00000361021	0	0	0	0	0.061	0.292	0.500	0.352	0.755
AGO1	MYC	9606.ENSP00000362300	9606.ENSP00000478887	0	0	0	0	0	0.179	0.400	0.576	0.773
AGO1	TFDP1	9606.ENSP00000362300	9606.ENSP00000364519	0	0	0	0	0.055	0	0.500	0.642	0.816
AGO1	HDAC1	9606.ENSP00000362300	9606.ENSP00000362649	0	0	0	0	0.056	0	0.400	0.853	0.909
AGO2	CDK6	9606.ENSP00000220592	9606.ENSP00000265734	0	0	0	0	0.056	0	0.500	0.418	0.701
AGO2	H3C12	9606.ENSP00000220592	9606.ENSP00000352252	0	0	0	0	0.042	0.059	0.500	0.419	0.703
AGO2	H3-3B	9606.ENSP00000220592	9606.ENSP00000254810	0	0	0	0	0.049	0.059	0.500	0.418	0.704
AGO2	H3C13	9606.ENSP00000220592	9606.ENSP00000333277	0	0	0	0	0.049	0.059	0.500	0.419	0.705
AGO2	TNF	9606.ENSP00000220592	9606.ENSP00000398698	0	0	0	0	0	0.543	0	0.390	0.709
AGO2	CCND1	9606.ENSP00000220592	9606.ENSP00000227507	0	0	0	0	0.056	0	0.500	0.470	0.728
AGO2	KRAS	9606.ENSP00000220592	9606.ENSP00000256078	0	0	0	0	0.064	0.065	0	0.721	0.734
AGO2	SOX2	9606.ENSP00000220592	9606.ENSP00000323588	0	0	0	0	0	0.292	0.500	0.370	0.757
AGO2	HSPA8	9606.ENSP00000220592	9606.ENSP00000437125	0	0	0	0	0.049	0.113	0	0.735	0.757
AGO2	PTEN	9606.ENSP00000220592	9606.ENSP00000361021	0	0	0	0	0.061	0	0.500	0.565	0.778
AGO2	EZH2	9606.ENSP00000220592	9606.ENSP00000320147	0	0	0	0	0.064	0.312	0	0.684	0.779
AGO2	RAD51	9606.ENSP00000220592	9606.ENSP00000493712	0	0	0	0	0.062	0.526	0	0.546	0.781
AGO2	GAPDH	9606.ENSP00000220592	9606.ENSP00000380070	0	0	0	0	0.055	0.330	0	0.689	0.786
AGO2	TFDP1	9606.ENSP00000220592	9606.ENSP00000364519	0	0	0	0	0.069	0	0.500	0.584	0.789
AGO2	MYC	9606.ENSP00000220592	9606.ENSP00000478887	0	0	0	0	0.064	0.199	0.400	0.709	0.851
AGO2	TP53	9606.ENSP00000220592	9606.ENSP00000269305	0	0	0	0	0	0.167	0.500	0.719	0.872
AGO2	E2F1	9606.ENSP00000220592	9606.ENSP00000345571	0	0	0	0	0.085	0.065	0.500	0.770	0.888
AGO2	DDX5	9606.ENSP00000220592	9606.ENSP00000225792	0	0	0	0	0.055	0.334	0	0.864	0.907
AGO2	YBX1	9606.ENSP00000220592	9606.ENSP00000361626	0	0	0	0	0.105	0.630	0	0.752	0.910
AGO2	EGFR	9606.ENSP00000220592	9606.ENSP00000275493	0	0	0	0	0.042	0.292	0	0.941	0.956
AGO2	NPM1	9606.ENSP00000220592	9606.ENSP00000296930	0	0	0	0	0.066	0.292	0	0.989	0.992
AGO2	HSP90AB1	9606.ENSP00000220592	9606.ENSP00000360609	0	0	0	0	0.062	0.329	0	0.989	0.992
AGO2	HSP90AA1	9606.ENSP00000220592	9606.ENSP00000335153	0	0	0	0	0.062	0.770	0	0.989	0.997
AJAP1	CDH1	9606.ENSP00000367433	9606.ENSP00000261769	0	0	0	0	0	0.292	0	0.953	0.965
